sleep_duration,bedtime_hour,wake_hour,caffeine_intake,exercise_duration,screen_time,stress_level,mood,sleep_interruptions,water_intake,daily_steps,age,gender,bmi,sleep_quality
6.56,21.08,3.64,None,76.7,60.6,7,Anxious,No,2.96,9466,39,Female,23.8,Average
5.38,21.92,3.3,Moderate,1.6,53.7,2,Sad,No,1.4,11375,26,Female,32.3,Poor
6.0,21.9,3.9,Moderate,8.8,93.4,3,Sad,Yes,1.31,7244,64,Male,24.8,Poor
7.81,0.93,8.74,Low,8.8,120.9,2,Sad,No,1.92,3456,57,Male,16.4,Good
5.75,2.0,7.75,Moderate,9.7,83.6,6,Neutral,No,2.31,500,47,Female,21.6,Poor
7.59,23.34,6.93,None,4.5,142.5,8,Neutral,Yes,1.7,6885,33,Female,16.7,Average
5.03,23.25,4.28,Moderate,38.2,113.9,2,Anxious,Yes,2.69,7750,63,Female,22.3,Poor
7.19,23.61,6.8,Low,3.3,0.0,5,Anxious,No,2.0,5258,64,Male,16.5,Average
8.37,1.24,9.61,Moderate,25.2,66.2,7,Neutral,Yes,2.94,7407,47,Female,20.4,Average
3.29,22.11,1.4,None,3.3,64.7,5,Anxious,No,2.55,8291,62,Female,18.2,Poor
5.46,23.86,5.32,Moderate,1.8,111.6,1,Neutral,Yes,3.45,9982,26,Female,24.8,Average
7.25,0.96,8.21,None,60.0,0.0,6,Neutral,Yes,1.89,6314,18,Female,23.5,Good
6.24,0.25,6.49,Low,5.3,204.7,1,Neutral,No,2.79,6864,55,Male,24.6,Good
6.98,23.78,6.76,None,43.0,113.9,1,Happy,No,0.95,6464,25,Female,23.1,Good
5.71,1.0,6.71,None,19.7,96.7,1,Happy,No,4.22,7101,35,Male,18.6,Good
6.61,20.0,2.61,Moderate,2.0,143.2,10,Happy,No,2.76,5460,44,Male,25.3,Poor
6.3,0.52,6.82,Low,77.8,195.5,0,Neutral,Yes,1.99,5446,35,Female,30.2,Average
8.02,22.52,6.54,High,7.1,129.2,10,Neutral,No,2.02,5635,49,Female,24.9,Poor
6.83,20.75,3.58,High,49.1,132.7,0,Neutral,No,2.03,7469,49,Male,22.0,Good
6.94,0.27,7.21,Moderate,4.6,95.9,6,Anxious,Yes,3.49,4458,62,Female,18.5,Poor
5.96,1.56,7.52,None,48.1,83.6,4,Neutral,No,2.83,5647,53,Male,20.3,Average
5.87,23.29,5.16,Low,0.3,68.6,10,Neutral,Yes,1.89,12426,53,Female,25.1,Poor
5.94,0.93,6.87,Moderate,17.9,52.8,2,Happy,No,1.33,9689,38,Male,27.3,Good
7.01,1.92,8.93,Low,36.7,59.1,0,Happy,No,3.04,4129,63,Male,24.4,Good
5.95,1.47,7.42,None,68.3,29.2,10,Sad,No,2.79,9594,49,Male,26.3,Poor
6.88,1.96,8.84,Moderate,60.0,86.6,9,Neutral,No,2.69,8882,48,Female,26.0,Average
9.2,0.61,9.81,Moderate,42.8,14.2,5,Sad,No,2.14,6688,54,Male,25.3,Good
7.63,23.61,7.24,Moderate,54.8,98.6,10,Happy,Yes,1.99,4876,33,Male,21.2,Average
6.08,21.1,3.18,None,5.6,88.4,0,Neutral,No,3.38,4535,63,Female,24.1,Good
8.06,23.13,7.19,Moderate,8.4,96.6,8,Happy,Yes,3.44,7672,63,Female,20.5,Average
5.97,22.24,4.21,None,8.5,66.5,1,Happy,No,2.65,4461,31,Male,23.6,Good
3.85,2.0,5.85,None,11.8,228.5,0,Happy,No,2.88,10292,41,Male,24.7,Poor
5.19,23.24,4.43,High,12.5,151.2,6,Happy,No,2.37,11142,42,Female,29.4,Poor
4.07,23.68,3.75,None,19.7,34.0,5,Happy,Yes,1.24,6872,63,Male,18.9,Poor
6.04,0.33,6.37,Low,4.4,100.5,5,Happy,No,1.51,10416,52,Female,25.2,Average
6.52,23.57,6.09,None,29.4,62.6,4,Anxious,No,3.0,5765,34,Female,28.7,Average
8.68,2.0,10.68,High,4.6,44.3,10,Happy,Yes,3.09,4857,63,Female,26.2,Poor
6.93,22.57,5.5,Moderate,9.3,29.7,3,Happy,No,2.94,10301,59,Male,26.4,Average
6.22,23.79,6.01,Moderate,17.5,109.4,10,Happy,Yes,2.44,11740,62,Female,25.6,Poor
7.58,22.39,5.97,Moderate,39.8,59.3,3,Neutral,No,2.96,12889,21,Male,28.0,Good
3.63,21.52,1.15,None,33.6,133.6,2,Happy,Yes,2.16,7998,28,Male,19.7,Poor
6.81,22.58,5.39,Low,25.9,134.7,9,Anxious,No,2.63,9586,64,Female,18.6,Poor
7.5,23.44,6.94,Low,4.2,151.8,7,Anxious,Yes,2.06,7932,32,Female,23.5,Average
4.58,22.86,3.44,None,19.8,51.6,6,Happy,Yes,1.46,11210,47,Female,15.9,Poor
7.99,22.46,6.45,Low,2.3,111.4,8,Neutral,No,2.81,8300,41,Female,27.8,Good
6.94,21.39,4.33,High,11.8,118.5,0,Happy,Yes,3.09,9415,19,Male,27.8,Average
5.96,23.38,5.34,None,13.3,68.7,6,Neutral,No,3.93,3594,60,Male,22.0,Good
7.32,21.24,4.56,Low,1.0,55.3,9,Neutral,Yes,2.38,6307,51,Female,22.2,Poor
9.45,0.64,10.09,None,8.0,162.4,3,Happy,No,1.47,9441,40,Male,23.2,Good
6.74,23.62,6.36,None,77.9,100.2,6,Happy,No,1.97,9172,48,Female,23.7,Good
6.82,21.31,4.13,High,76.8,118.6,0,Neutral,Yes,2.1,9697,54,Male,23.9,Good
5.9,23.04,4.94,Low,10.9,53.0,4,Neutral,Yes,2.3,7362,30,Male,25.5,Poor
5.4,22.37,3.77,Low,1.1,35.1,2,Happy,No,2.53,5044,50,Male,22.9,Good
7.58,23.98,7.56,Moderate,4.9,64.4,4,Neutral,No,2.45,6823,24,Female,26.8,Average
5.39,1.51,6.9,None,12.4,84.4,3,Neutral,No,2.74,7141,49,Male,25.1,Average
6.59,20.69,3.28,Low,73.8,42.1,1,Anxious,No,2.34,7725,24,Male,21.4,Good
5.88,23.67,5.55,Low,3.8,89.6,10,Happy,No,0.64,4096,59,Male,28.2,Poor
7.12,23.26,6.38,Moderate,36.0,14.0,3,Sad,Yes,2.36,6202,55,Male,18.7,Average
6.93,0.51,7.44,High,2.9,39.6,2,Neutral,Yes,2.26,6734,61,Female,23.2,Average
7.85,23.82,7.67,Moderate,99.4,120.2,0,Happy,Yes,2.59,500,30,Male,26.9,Good
5.84,22.37,4.21,Low,12.0,117.2,9,Neutral,Yes,1.95,9498,41,Female,21.0,Poor
6.15,23.02,5.17,Moderate,37.3,72.4,7,Neutral,Yes,2.36,7492,45,Female,24.6,Poor
5.23,22.31,3.54,None,10.5,44.2,4,Anxious,No,2.59,7796,49,Male,25.4,Average
5.92,1.11,7.03,None,24.7,43.8,3,Happy,No,2.09,5454,60,Male,20.5,Good
6.99,23.53,6.52,None,5.3,73.2,9,Neutral,No,2.67,8759,35,Female,23.2,Average
7.48,2.0,9.48,Low,3.9,119.0,4,Neutral,Yes,2.25,4504,51,Female,23.0,Average
5.3,23.41,4.71,Low,69.5,131.8,3,Anxious,No,2.31,4976,51,Female,21.6,Average
7.63,22.44,6.07,Moderate,62.4,67.7,2,Happy,No,0.5,8885,55,Male,31.6,Average
8.26,21.23,5.49,High,54.6,38.1,4,Anxious,No,1.4,8071,18,Male,20.8,Good
7.04,20.8,3.84,Low,24.5,102.1,3,Anxious,Yes,1.4,3167,60,Female,27.0,Average
8.94,21.12,6.06,Low,41.3,52.9,0,Happy,Yes,2.35,11732,59,Female,22.1,Good
5.49,23.9,5.39,None,1.8,66.7,2,Sad,Yes,3.09,4725,48,Female,19.7,Average
4.88,0.26,5.14,None,10.2,149.6,9,Anxious,Yes,2.12,6602,18,Male,23.9,Poor
4.19,21.13,1.32,Moderate,9.4,127.2,9,Happy,No,2.79,12240,33,Male,25.8,Poor
8.44,0.84,9.28,Low,25.2,97.1,7,Neutral,Yes,2.65,821,56,Female,26.7,Average
7.35,22.78,6.13,Moderate,11.0,32.8,6,Neutral,Yes,2.3,1881,32,Male,29.0,Good
6.43,23.72,6.15,None,4.0,99.5,1,Happy,No,2.6,8326,50,Female,33.8,Good
6.86,1.92,8.78,None,22.7,137.8,0,Happy,No,2.37,500,40,Male,24.4,Good
5.04,0.85,5.89,Low,42.1,73.1,2,Happy,No,2.1,870,58,Female,21.2,Average
9.68,23.1,8.78,None,12.0,150.8,4,Happy,No,2.47,10525,51,Male,25.1,Good
6.67,22.16,4.83,None,3.5,148.2,9,Neutral,No,3.21,5773,34,Male,22.6,Average
6.64,20.27,2.91,Moderate,5.5,164.9,10,Happy,Yes,2.53,13588,42,Male,26.7,Poor
7.44,22.42,5.86,None,6.8,103.7,0,Anxious,No,2.35,3896,59,Male,19.0,Good
7.13,23.18,6.31,Moderate,8.9,116.4,2,Sad,No,1.59,6045,23,Male,31.8,Average
6.79,22.02,4.81,Low,25.7,153.6,2,Happy,No,3.19,8622,48,Male,26.5,Good
5.47,23.3,4.77,None,23.0,110.1,4,Neutral,Yes,1.22,8415,22,Male,17.6,Poor
7.11,23.62,6.73,Low,29.8,67.4,2,Neutral,No,1.01,6235,57,Female,21.0,Good
8.95,23.16,8.11,Moderate,11.3,69.8,8,Anxious,Yes,2.46,5055,57,Female,26.4,Poor
8.25,22.52,6.77,Low,43.4,100.7,0,Happy,No,1.58,7694,47,Female,27.6,Good
8.57,23.75,8.32,Moderate,5.7,31.9,3,Happy,Yes,2.96,11131,22,Male,19.0,Good
5.84,0.16,6.0,None,15.8,83.6,9,Anxious,Yes,1.02,9288,29,Male,26.0,Poor
5.21,21.86,3.07,Moderate,40.4,139.3,9,Anxious,No,2.87,5103,24,Male,16.7,Poor
6.34,1.62,7.96,None,5.0,0.0,3,Sad,No,2.77,4025,62,Female,23.2,Good
6.57,23.35,5.92,Moderate,2.9,159.1,0,Sad,No,2.28,4922,30,Female,27.4,Good
7.92,23.53,7.45,Moderate,53.8,140.5,1,Happy,Yes,0.73,3179,21,Female,21.6,Good
4.3,0.56,4.86,High,10.5,69.3,10,Neutral,Yes,0.99,7442,59,Female,18.2,Poor
8.49,23.85,8.34,Low,28.8,114.5,0,Happy,No,2.37,9441,20,Female,24.0,Good
6.29,0.93,7.22,None,0.6,90.1,5,Happy,No,2.04,6786,29,Female,21.4,Good
5.95,23.93,5.88,None,29.3,145.3,2,Sad,No,2.71,12159,18,Male,25.7,Average
5.18,22.58,3.76,Moderate,9.5,134.2,6,Happy,No,2.15,12326,44,Female,20.4,Average
4.35,0.04,4.39,Low,1.4,27.0,4,Neutral,No,2.09,7923,60,Male,20.8,Poor
7.57,21.78,5.35,Moderate,23.5,116.4,8,Anxious,No,0.5,9106,30,Female,16.4,Average
6.6,23.66,6.26,None,6.9,80.7,6,Happy,No,2.78,4299,34,Female,24.1,Average
4.82,23.45,4.27,Low,12.2,93.7,3,Anxious,No,1.75,5918,25,Male,22.9,Poor
4.82,23.19,4.01,None,2.1,57.2,4,Anxious,Yes,1.92,10817,49,Male,19.3,Poor
6.06,23.31,5.37,High,4.0,168.7,4,Neutral,No,1.45,5262,37,Male,24.2,Poor
8.67,20.68,5.35,Moderate,8.8,136.8,10,Happy,No,1.12,11462,34,Female,27.1,Average
6.16,22.68,4.84,High,2.4,56.7,4,Happy,No,3.23,10338,51,Female,22.7,Average
4.55,23.64,4.19,Low,60.4,29.9,9,Neutral,No,2.76,9255,52,Male,24.4,Poor
6.18,23.74,5.92,Moderate,0.2,72.6,8,Happy,Yes,2.77,3482,52,Female,24.5,Poor
6.15,21.96,4.11,Moderate,16.5,109.6,9,Happy,No,2.05,6064,55,Male,19.3,Poor
3.0,1.4,4.4,Low,3.3,100.8,2,Anxious,No,0.98,8933,59,Female,30.7,Poor
6.43,22.2,4.63,Moderate,9.2,146.4,5,Happy,Yes,3.67,4043,41,Female,21.9,Poor
6.2,0.95,7.15,High,65.1,125.5,7,Sad,Yes,2.5,6430,35,Female,25.8,Poor
7.41,0.14,7.55,High,4.4,133.6,10,Happy,Yes,2.3,9256,63,Male,26.2,Poor
8.9,22.53,7.43,Moderate,84.4,104.7,8,Neutral,No,1.95,5295,56,Female,23.0,Good
7.96,2.0,9.96,Low,5.8,27.5,6,Anxious,No,0.77,4461,50,Male,25.6,Good
6.15,21.71,3.86,Low,33.8,81.2,2,Happy,No,3.0,1598,40,Male,24.4,Good
5.06,0.88,5.94,High,19.8,137.7,0,Happy,Yes,1.46,5840,42,Male,18.5,Poor
9.85,1.0,10.85,None,54.0,87.7,3,Neutral,No,2.58,9320,54,Male,22.3,Good
6.58,22.49,5.07,Moderate,20.2,112.6,5,Sad,Yes,2.74,4381,44,Male,21.4,Poor
6.52,1.59,8.11,Moderate,19.1,75.7,2,Neutral,Yes,2.43,7054,18,Male,21.9,Average
6.47,23.12,5.59,Moderate,5.4,43.7,0,Happy,No,2.53,6327,38,Male,18.9,Good
6.76,23.93,6.69,High,4.5,84.4,5,Happy,No,3.14,5000,27,Male,27.4,Average
6.31,23.89,6.2,Low,62.1,103.9,0,Anxious,Yes,1.65,9513,48,Male,29.1,Average
5.75,23.3,5.05,Low,9.9,60.5,8,Anxious,Yes,2.32,11927,61,Female,26.9,Poor
5.79,0.72,6.51,None,11.6,79.4,10,Neutral,Yes,2.04,10013,42,Male,27.9,Poor
6.46,0.69,7.15,Low,35.7,47.7,0,Sad,No,0.91,4912,37,Female,22.3,Average
5.79,20.88,2.67,Low,10.3,140.4,5,Neutral,No,2.4,12977,19,Male,21.3,Good
5.57,1.46,7.03,Low,75.9,76.7,0,Neutral,No,3.08,10004,32,Female,20.8,Good
6.64,21.01,3.65,Moderate,33.5,155.4,6,Happy,No,3.16,5628,45,Female,25.8,Average
6.17,1.05,7.22,High,22.7,158.8,2,Neutral,No,3.5,4674,30,Female,24.3,Average
8.46,1.19,9.65,None,53.2,86.4,5,Neutral,Yes,0.96,10363,31,Female,23.2,Good
3.05,21.86,0.91,Low,1.3,44.6,6,Happy,No,3.34,7521,19,Female,28.0,Poor
7.92,22.88,6.8,High,7.4,0.0,0,Neutral,No,2.33,4448,51,Female,24.9,Good
8.12,21.84,5.96,None,15.6,23.8,0,Sad,Yes,3.32,6556,52,Male,20.6,Good
3.8,23.18,2.98,None,6.4,28.2,4,Neutral,Yes,1.92,5778,54,Male,21.1,Poor
6.05,23.04,5.09,None,34.1,152.0,5,Neutral,Yes,1.83,4528,42,Male,25.9,Average
6.02,0.67,6.69,Moderate,62.9,95.2,8,Anxious,Yes,1.35,10044,32,Male,27.1,Poor
4.67,1.47,6.14,None,13.8,107.5,0,Happy,No,2.74,9345,29,Male,25.4,Average
5.49,1.59,7.08,High,10.5,0.0,3,Neutral,No,2.56,9516,26,Male,30.1,Average
5.06,22.66,3.72,Low,81.5,36.1,9,Sad,No,1.42,9474,48,Female,29.2,Poor
8.78,23.19,7.97,Low,14.7,129.9,7,Neutral,No,0.69,4252,31,Male,25.0,Good
7.72,20.97,4.69,None,16.8,102.9,9,Happy,No,2.49,5189,46,Female,20.6,Average
8.15,22.29,6.44,Low,10.8,83.4,8,Happy,No,2.57,11376,60,Female,18.9,Good
7.44,0.95,8.39,Moderate,60.1,115.4,2,Anxious,Yes,1.51,7324,55,Female,22.1,Good
5.03,1.92,6.95,Moderate,21.0,163.6,10,Neutral,Yes,1.37,2589,59,Female,26.1,Poor
5.82,21.65,3.47,Moderate,35.9,80.1,1,Anxious,No,2.66,7651,25,Female,29.9,Average
7.14,22.61,5.75,Moderate,41.8,93.1,3,Neutral,Yes,3.5,8964,20,Female,25.0,Average
4.91,23.46,4.37,High,10.5,98.7,1,Neutral,Yes,1.85,8572,19,Male,27.6,Average
7.43,23.92,7.35,Moderate,14.2,197.6,0,Sad,No,1.58,4186,33,Female,22.6,Good
6.19,22.29,4.48,Moderate,47.2,0.0,2,Neutral,No,2.41,12660,36,Female,25.7,Good
6.01,0.14,6.15,None,11.3,120.7,6,Neutral,Yes,2.64,2498,47,Male,26.4,Poor
7.42,22.79,6.21,None,39.5,84.8,0,Neutral,No,1.94,7333,58,Male,16.6,Good
7.08,23.48,6.56,None,70.8,115.5,1,Sad,No,3.62,12210,33,Male,22.1,Good
6.03,0.32,6.35,Moderate,24.4,60.4,0,Neutral,Yes,2.83,8775,48,Male,26.8,Average
8.01,23.51,7.52,Low,33.8,87.8,7,Neutral,Yes,1.93,9509,45,Male,24.5,Average
5.09,22.85,3.94,Low,40.9,122.0,4,Happy,No,1.09,3841,21,Male,19.3,Poor
7.3,23.34,6.64,High,46.6,230.1,7,Anxious,Yes,3.12,8041,27,Male,15.0,Poor
7.27,23.37,6.64,High,12.6,126.4,2,Happy,Yes,3.03,6890,62,Female,22.2,Good
6.1,22.94,5.04,High,1.3,51.8,6,Neutral,No,1.99,3610,35,Male,23.2,Average
6.92,23.11,6.03,Low,12.8,70.9,7,Neutral,No,2.45,9595,64,Female,20.4,Good
4.87,1.9,6.77,Moderate,28.0,69.6,5,Neutral,Yes,2.09,4542,49,Male,24.0,Poor
7.7,0.34,8.04,Low,15.0,9.2,6,Neutral,Yes,2.56,4897,47,Male,25.3,Good
6.26,23.06,5.32,None,34.6,75.1,1,Happy,Yes,1.48,8298,53,Female,25.8,Good
5.82,0.55,6.37,None,11.0,123.0,7,Neutral,No,1.38,6570,26,Male,15.3,Average
7.86,23.0,6.86,Low,25.2,32.7,4,Sad,Yes,2.77,7508,53,Male,18.9,Good
5.58,1.26,6.84,Low,5.2,137.2,6,Sad,No,2.86,6387,46,Male,22.4,Poor
4.67,0.05,4.72,Moderate,34.6,111.9,0,Happy,No,1.86,11239,33,Male,25.5,Average
4.48,23.34,3.82,None,19.7,57.0,4,Anxious,Yes,1.68,4225,45,Male,25.2,Poor
7.29,0.17,7.46,Moderate,5.7,83.6,0,Neutral,No,3.0,5606,38,Male,25.2,Good
4.84,21.14,1.98,Low,8.6,161.9,7,Anxious,No,1.7,8444,64,Male,22.2,Poor
8.78,21.81,6.59,Low,34.5,123.0,3,Neutral,No,2.24,4036,19,Female,22.4,Good
3.79,21.71,1.5,Low,16.5,90.4,3,Neutral,Yes,2.15,3903,63,Male,21.0,Poor
8.71,23.71,8.42,Low,6.1,79.3,1,Anxious,No,1.17,7413,52,Female,26.2,Good
6.77,2.0,8.77,Moderate,85.5,93.4,4,Anxious,No,2.33,9602,45,Female,20.3,Good
6.37,2.0,8.37,Low,31.4,67.0,0,Neutral,No,2.27,9994,53,Female,26.5,Good
5.79,0.46,6.25,None,78.7,0.0,8,Happy,Yes,2.45,7275,48,Female,24.2,Poor
7.02,0.25,7.27,None,13.9,181.9,4,Neutral,No,2.31,4984,50,Female,23.3,Good
6.45,20.8,3.25,Low,16.1,97.0,5,Neutral,Yes,3.69,7827,40,Female,21.2,Good
7.93,22.69,6.62,High,57.1,107.9,1,Happy,Yes,3.01,8698,58,Female,18.8,Good
6.65,22.32,4.97,Low,18.6,87.4,9,Happy,No,2.23,7786,34,Male,21.2,Average
6.7,22.57,5.27,Moderate,30.7,56.9,9,Anxious,No,2.29,10703,63,Male,22.3,Average
6.03,23.25,5.28,Moderate,7.3,81.6,0,Happy,No,3.43,3958,18,Male,15.2,Average
6.43,22.79,5.22,High,14.8,18.0,3,Neutral,No,2.8,4909,59,Female,22.8,Good
6.9,20.53,3.43,Moderate,3.3,192.5,6,Happy,No,1.34,10286,40,Male,26.7,Poor
4.28,0.62,4.9,Moderate,5.8,34.4,5,Happy,No,2.86,2581,44,Female,25.5,Poor
4.75,21.89,2.64,Moderate,0.0,43.6,9,Happy,No,3.07,5382,42,Female,21.8,Poor
7.47,23.86,7.33,High,1.0,70.2,0,Happy,No,3.33,4805,49,Male,23.7,Good
6.72,2.0,8.72,Low,94.6,148.0,0,Sad,No,1.92,2307,36,Female,21.6,Good
6.26,22.12,4.38,Low,6.9,90.7,7,Anxious,No,1.87,6439,41,Female,24.0,Average
6.52,20.0,2.52,None,27.2,34.4,3,Happy,No,1.54,9239,20,Male,28.9,Good
6.95,23.07,6.02,Moderate,45.7,146.4,4,Neutral,No,2.42,7469,29,Female,26.9,Average
5.8,1.15,6.95,Moderate,20.0,122.9,6,Neutral,No,2.71,9399,52,Male,25.3,Poor
5.49,2.0,7.49,None,4.2,114.2,7,Anxious,Yes,1.84,10576,32,Female,21.8,Poor
6.75,21.66,4.41,Moderate,32.6,122.2,9,Sad,Yes,2.1,5843,34,Female,26.1,Poor
5.23,0.25,5.48,Low,22.9,197.7,6,Neutral,No,0.76,14941,49,Male,17.6,Poor
7.03,22.8,5.83,None,32.8,188.3,1,Neutral,Yes,3.26,5964,24,Male,22.6,Good
4.29,23.34,3.63,High,36.7,59.1,3,Sad,Yes,1.1,6362,36,Male,25.5,Poor
7.84,2.0,9.84,None,92.6,163.1,9,Happy,No,2.46,4877,24,Female,26.1,Good
7.11,21.25,4.36,None,21.3,107.2,0,Neutral,Yes,2.37,8636,22,Female,25.8,Average
6.83,23.88,6.71,Moderate,10.5,112.5,9,Anxious,Yes,2.23,6128,57,Male,24.5,Poor
7.78,0.2,7.98,Moderate,26.1,13.8,8,Sad,No,2.25,6763,38,Male,22.8,Average
8.67,1.13,9.8,None,1.8,82.3,2,Neutral,No,1.49,6384,64,Male,25.4,Good
7.82,23.65,7.47,Moderate,56.9,53.4,2,Neutral,No,1.97,6316,24,Female,20.2,Good
4.11,23.96,4.07,Low,3.2,127.3,9,Happy,No,2.88,7475,54,Female,20.5,Poor
4.84,22.91,3.75,None,9.9,138.2,8,Neutral,No,3.09,5649,40,Male,23.7,Poor
5.69,23.9,5.59,None,42.3,0.0,9,Neutral,No,1.91,5790,28,Male,24.1,Average
6.53,22.99,5.52,Moderate,22.7,89.0,2,Neutral,No,1.11,10219,27,Male,17.1,Good
7.17,0.43,7.6,Low,12.5,140.5,7,Sad,Yes,1.65,6119,38,Female,25.1,Poor
5.56,22.95,4.51,High,16.0,81.6,1,Anxious,Yes,3.5,8151,58,Male,26.2,Poor
6.74,0.07,6.81,Moderate,48.2,122.8,2,Happy,No,1.7,4332,50,Male,23.2,Good
5.52,23.46,4.98,High,10.4,105.8,1,Neutral,No,2.13,5666,37,Male,31.8,Poor
5.71,1.19,6.9,Low,50.9,105.4,0,Neutral,No,3.19,3302,50,Female,21.1,Average
4.67,23.42,4.09,High,2.3,77.8,1,Neutral,No,1.83,12563,57,Female,22.2,Average
5.3,20.84,2.14,Low,37.5,35.3,7,Happy,No,2.08,11126,52,Male,22.1,Average
4.74,1.39,6.13,Low,47.0,39.5,8,Neutral,No,2.76,8786,51,Female,23.2,Poor
5.23,22.14,3.37,None,5.0,121.9,1,Anxious,No,3.4,13453,53,Male,22.3,Average
7.87,22.52,6.39,None,14.1,90.9,6,Neutral,Yes,1.75,9311,44,Male,18.6,Good
5.27,22.61,3.88,Moderate,4.5,83.8,4,Anxious,No,3.17,6484,36,Male,21.6,Poor
9.92,1.56,11.48,Low,30.7,70.9,2,Anxious,Yes,2.0,8118,60,Male,23.2,Good
7.14,20.3,3.44,None,19.2,76.3,8,Happy,No,1.58,11082,22,Female,27.8,Average
6.74,2.0,8.74,Moderate,25.2,137.1,5,Happy,No,2.37,4359,46,Male,31.2,Good
5.38,1.08,6.46,Low,5.5,74.9,10,Anxious,No,1.39,3482,27,Male,28.2,Poor
7.41,23.83,7.24,Moderate,5.9,29.7,0,Anxious,No,2.53,8218,57,Female,20.8,Good
5.75,23.42,5.17,Low,1.1,123.5,4,Happy,No,4.4,5239,30,Male,21.1,Average
6.66,23.93,6.59,Moderate,9.7,80.8,6,Happy,No,2.97,500,46,Female,22.9,Average
9.83,0.28,10.11,Moderate,20.5,91.4,3,Happy,No,2.13,3271,22,Male,29.7,Good
6.38,0.47,6.85,Low,48.8,162.3,7,Anxious,No,2.94,6066,29,Male,22.9,Average
7.99,0.33,8.32,Low,27.5,89.1,9,Happy,No,1.55,7145,30,Male,18.9,Good
5.59,23.63,5.22,Low,14.3,103.0,4,Neutral,No,1.67,7234,39,Male,21.7,Average
6.45,23.2,5.65,Moderate,76.5,36.9,8,Sad,Yes,2.15,13016,57,Female,26.1,Poor
8.8,23.27,8.07,Low,31.8,80.1,8,Happy,No,2.26,6377,32,Male,25.9,Good
5.68,23.21,4.89,None,66.5,117.4,8,Neutral,No,1.29,7834,30,Female,22.8,Good
8.86,1.2,10.06,None,18.7,20.0,0,Happy,No,1.99,2122,18,Female,25.9,Good
7.42,0.39,7.81,Low,7.5,99.0,1,Anxious,No,2.1,6907,55,Female,15.5,Good
5.77,20.0,1.77,Low,1.4,94.5,2,Happy,No,3.28,8003,60,Male,23.9,Good
7.32,0.48,7.8,Moderate,32.4,91.9,3,Neutral,No,1.29,2874,62,Female,26.5,Good
7.76,23.79,7.55,None,3.2,136.7,9,Neutral,No,1.23,4198,18,Female,20.6,Good
7.31,23.47,6.78,Low,9.0,105.0,8,Happy,No,2.32,8468,28,Female,20.6,Average
4.46,22.92,3.38,Moderate,19.0,156.5,9,Happy,Yes,3.01,5361,60,Male,17.0,Poor
5.55,1.19,6.74,Moderate,20.8,45.3,5,Neutral,No,2.59,6692,57,Male,29.1,Poor
6.18,0.92,7.1,Low,22.9,96.1,0,Happy,Yes,2.41,8622,39,Female,21.0,Average
6.4,22.34,4.74,Low,4.5,93.8,8,Sad,Yes,2.0,13111,52,Female,24.3,Poor
7.31,0.11,7.42,Low,11.9,41.9,5,Sad,No,2.67,6335,61,Male,25.6,Average
6.73,22.04,4.77,High,24.0,133.0,3,Neutral,Yes,2.78,12308,23,Female,28.8,Good
4.76,21.43,2.19,None,87.5,194.6,3,Neutral,No,2.02,1124,45,Female,23.0,Average
6.99,22.56,5.55,High,32.5,89.2,2,Neutral,No,1.54,7445,48,Female,21.6,Good
7.29,0.79,8.08,Moderate,64.0,112.7,6,Sad,No,1.54,5998,25,Male,24.1,Average
7.23,0.93,8.16,Low,35.9,93.8,2,Neutral,No,2.82,5403,22,Female,28.0,Average
7.91,0.27,8.18,None,22.4,57.9,1,Happy,Yes,1.12,8974,59,Female,22.9,Good
7.58,0.59,8.17,Low,5.3,8.1,9,Happy,No,3.37,6356,61,Male,20.2,Good
7.1,0.27,7.37,Low,27.5,58.2,7,Neutral,Yes,1.88,925,34,Female,18.1,Average
6.41,22.54,4.95,None,24.4,27.4,3,Neutral,No,2.42,2235,55,Male,19.2,Good
4.34,0.15,4.49,Moderate,23.1,166.7,7,Neutral,No,2.69,9166,26,Male,26.5,Poor
7.06,0.7,7.76,High,16.8,84.8,0,Happy,No,1.72,2088,27,Male,22.4,Good
6.77,0.63,7.4,Moderate,18.8,74.4,4,Sad,No,1.88,9246,37,Female,21.4,Good
6.85,1.28,8.13,Moderate,10.2,130.0,8,Happy,No,2.29,7374,31,Female,21.0,Average
4.84,0.56,5.4,None,18.3,39.5,0,Happy,No,1.6,6489,31,Female,23.8,Good
5.09,0.03,5.12,Low,5.5,55.5,10,Neutral,No,1.45,6756,43,Female,22.7,Poor
7.87,1.11,8.98,None,40.9,93.1,3,Happy,Yes,1.52,8544,46,Female,22.5,Good
6.45,23.46,5.91,Moderate,5.1,136.3,5,Neutral,No,3.05,3468,44,Female,28.2,Poor
7.39,22.18,5.57,High,2.2,112.6,9,Neutral,No,2.48,7127,42,Female,28.9,Poor
6.54,23.26,5.8,Moderate,14.3,101.2,7,Neutral,No,1.64,3581,33,Female,17.9,Average
6.54,22.38,4.92,None,26.8,93.5,2,Neutral,Yes,2.81,7491,53,Male,24.6,Average
7.72,22.49,6.21,Low,14.4,108.0,4,Happy,No,1.68,8939,51,Female,20.8,Average
5.83,23.28,5.11,Moderate,8.1,99.1,6,Happy,Yes,0.83,7498,33,Female,22.6,Poor
6.62,22.31,4.93,Low,20.4,43.7,0,Anxious,Yes,2.69,8826,50,Male,24.6,Average
